Number of elem 23380 
Number of local values per element 3 
0;0;1.295407e-02;1.295407e-02;1.295407e-02;
0;1;2.945369e-02;2.945369e-02;2.945369e-02;
0;2;3.422268e-02;3.422268e-02;3.422268e-02;
1;0;2.763956e-02;2.763956e-02;2.763956e-02;
1;1;4.494692e-02;4.494692e-02;4.494692e-02;
1;2;4.318064e-02;4.318064e-02;4.318064e-02;
2;0;3.855918e-02;3.855918e-02;3.855918e-02;
2;1;2.117455e-02;2.117455e-02;2.117455e-02;
2;2;4.430145e-02;4.430145e-02;4.430145e-02;
3;0;2.507840e-02;2.507840e-02;2.507840e-02;
3;1;1.671604e-02;1.671604e-02;1.671604e-02;
3;2;4.476378e-02;4.476378e-02;4.476378e-02;
4;0;3.855918e-02;3.855918e-02;3.855918e-02;
4;1;3.962634e-02;3.962634e-02;3.962634e-02;
4;2;2.117455e-02;2.117455e-02;2.117455e-02;
5;0;2.507840e-02;2.507840e-02;2.507840e-02;
5;1;4.501448e-02;4.501448e-02;4.501448e-02;
5;2;1.671604e-02;1.671604e-02;1.671604e-02;
6;0;6.500858e-02;6.500858e-02;6.500858e-02;
6;1;4.299339e-02;4.299339e-02;4.299339e-02;
6;2;5.032137e-02;5.032137e-02;5.032137e-02;
7;0;3.859766e-02;3.859766e-02;3.859766e-02;
7;1;2.123936e-02;2.123936e-02;2.123936e-02;
7;2;3.386304e-02;3.386304e-02;3.386304e-02;
8;0;1.067464e-03;1.067464e-03;1.067464e-03;
8;1;2.976641e-02;2.976641e-02;2.976641e-02;
8;2;1.067464e-03;1.067464e-03;1.067464e-03;
9;0;4.555336e-02;4.555336e-02;4.555336e-02;
9;1;4.851926e-02;4.851926e-02;4.851926e-02;
9;2;3.671106e-02;3.671106e-02;3.671106e-02;
10;0;2.652513e-02;2.652513e-02;2.652513e-02;
10;1;2.969058e-02;2.969058e-02;2.969058e-02;
10;2;2.303697e-02;2.303697e-02;2.303697e-02;
11;0;1.784217e-02;1.784217e-02;1.784217e-02;
11;1;3.125135e-02;3.125135e-02;3.125135e-02;
11;2;3.457966e-02;3.457966e-02;3.457966e-02;
12;0;6.500858e-02;6.500858e-02;6.500858e-02;
12;1;5.032137e-02;5.032137e-02;5.032137e-02;
12;2;6.629667e-02;6.629667e-02;6.629667e-02;
13;0;3.394692e-02;3.394692e-02;3.394692e-02;
13;1;3.540274e-02;3.540274e-02;3.540274e-02;
13;2;3.987162e-02;3.987162e-02;3.987162e-02;
14;0;4.607355e-02;4.607355e-02;4.607355e-02;
14;1;1.777299e-02;1.777299e-02;1.777299e-02;
14;2;2.968827e-02;2.968827e-02;2.968827e-02;
15;0;3.748721e-02;3.748721e-02;3.748721e-02;
15;1;3.557272e-02;3.557272e-02;3.557272e-02;
15;2;4.860782e-02;4.860782e-02;4.860782e-02;
16;0;2.951024e-02;2.951024e-02;2.951024e-02;
16;1;2.626563e-02;2.626563e-02;2.626563e-02;
16;2;2.874524e-02;2.874524e-02;2.874524e-02;
17;0;3.748721e-02;3.748721e-02;3.748721e-02;
17;1;4.860782e-02;4.860782e-02;4.860782e-02;
17;2;5.085544e-02;5.085544e-02;5.085544e-02;
18;0;7.079987e-02;7.079987e-02;7.079987e-02;
18;1;5.287680e-02;5.287680e-02;5.287680e-02;
18;2;1.519443e-02;1.519443e-02;1.519443e-02;
19;0;4.696099e-02;4.696099e-02;4.696099e-02;
19;1;3.422268e-02;3.422268e-02;3.422268e-02;
19;2;2.945369e-02;2.945369e-02;2.945369e-02;
20;0;2.718823e-02;2.718823e-02;2.718823e-02;
20;1;2.057716e-02;2.057716e-02;2.057716e-02;
20;2;2.080244e-02;2.080244e-02;2.080244e-02;
21;0;6.543752e-02;6.543752e-02;6.543752e-02;
21;1;5.032137e-02;5.032137e-02;5.032137e-02;
21;2;4.299339e-02;4.299339e-02;4.299339e-02;
22;0;3.417094e-02;3.417094e-02;3.417094e-02;
22;1;3.872726e-02;3.872726e-02;3.872726e-02;
22;2;2.536790e-02;2.536790e-02;2.536790e-02;
23;0;5.725291e-02;5.725291e-02;5.725291e-02;
23;1;5.207932e-02;5.207932e-02;5.207932e-02;
23;2;5.492898e-02;5.492898e-02;5.492898e-02;
24;0;4.730792e-02;4.730792e-02;4.730792e-02;
24;1;4.587690e-02;4.587690e-02;4.587690e-02;
24;2;5.343412e-02;5.343412e-02;5.343412e-02;
25;0;5.400569e-02;5.400569e-02;5.400569e-02;
25;1;4.981501e-02;4.981501e-02;4.981501e-02;
25;2;5.207932e-02;5.207932e-02;5.207932e-02;
26;0;6.141631e-02;6.141631e-02;6.141631e-02;
26;1;3.931472e-02;3.931472e-02;3.931472e-02;
26;2;4.152701e-02;4.152701e-02;4.152701e-02;
27;0;1.222771e-03;1.222771e-03;1.222771e-03;
27;1;2.351672e-02;2.351672e-02;2.351672e-02;
27;2;2.166752e-03;2.166752e-03;2.166752e-03;
28;0;4.139452e-02;4.139452e-02;4.139452e-02;
28;1;2.762458e-02;2.762458e-02;2.762458e-02;
28;2;2.056249e-02;2.056249e-02;2.056249e-02;
29;0;2.457542e-02;2.457542e-02;2.457542e-02;
29;1;6.233107e-03;6.233107e-03;6.233107e-03;
29;2;2.345858e-02;2.345858e-02;2.345858e-02;
30;0;2.311913e-02;2.311913e-02;2.311913e-02;
30;1;2.937706e-02;2.937706e-02;2.937706e-02;
30;2;3.472485e-02;3.472485e-02;3.472485e-02;
31;0;4.634616e-02;4.634616e-02;4.634616e-02;
31;1;5.521185e-02;5.521185e-02;5.521185e-02;
31;2;4.883513e-02;4.883513e-02;4.883513e-02;
32;0;5.939491e-02;5.939491e-02;5.939491e-02;
32;1;6.013546e-02;6.013546e-02;6.013546e-02;
32;2;5.265231e-02;5.265231e-02;5.265231e-02;
33;0;2.709060e-02;2.709060e-02;2.709060e-02;
33;1;2.849917e-02;2.849917e-02;2.849917e-02;
33;2;2.398292e-02;2.398292e-02;2.398292e-02;
34;0;1.215267e-02;1.215267e-02;1.215267e-02;
34;1;5.392064e-03;5.392064e-03;5.392064e-03;
34;2;2.858651e-02;2.858651e-02;2.858651e-02;
35;0;3.007618e-02;3.007618e-02;3.007618e-02;
35;1;2.154146e-02;2.154146e-02;2.154146e-02;
35;2;2.697374e-02;2.697374e-02;2.697374e-02;
36;0;5.604735e-02;5.604735e-02;5.604735e-02;
36;1;2.644672e-02;2.644672e-02;2.644672e-02;
36;2;3.044123e-02;3.044123e-02;3.044123e-02;
37;0;5.908749e-02;5.908749e-02;5.908749e-02;
37;1;6.075769e-02;6.075769e-02;6.075769e-02;
37;2;5.819252e-02;5.819252e-02;5.819252e-02;
38;0;3.675786e-02;3.675786e-02;3.675786e-02;
38;1;3.848030e-02;3.848030e-02;3.848030e-02;
38;2;3.783102e-02;3.783102e-02;3.783102e-02;
39;0;2.219438e-02;2.219438e-02;2.219438e-02;
39;1;2.681328e-02;2.681328e-02;2.681328e-02;
39;2;1.499008e-02;1.499008e-02;1.499008e-02;
40;0;3.318216e-02;3.318216e-02;3.318216e-02;
40;1;3.390293e-02;3.390293e-02;3.390293e-02;
40;2;3.183442e-02;3.183442e-02;3.183442e-02;
41;0;2.158029e-02;2.158029e-02;2.158029e-02;
41;1;1.193139e-02;1.193139e-02;1.193139e-02;
41;2;2.456459e-02;2.456459e-02;2.456459e-02;
42;0;6.147659e-02;6.147659e-02;6.147659e-02;
42;1;5.866825e-02;5.866825e-02;5.866825e-02;
42;2;6.070603e-02;6.070603e-02;6.070603e-02;
43;0;3.337586e-02;3.337586e-02;3.337586e-02;
43;1;3.732336e-02;3.732336e-02;3.732336e-02;
43;2;3.309075e-02;3.309075e-02;3.309075e-02;
44;0;1.067464e-03;1.067464e-03;1.067464e-03;
44;1;1.699940e-02;1.699940e-02;1.699940e-02;
44;2;1.067464e-03;1.067464e-03;1.067464e-03;
45;0;3.053587e-03;3.053587e-03;3.053587e-03;
45;1;1.247217e-02;1.247217e-02;1.247217e-02;
45;2;5.720304e-03;5.720304e-03;5.720304e-03;
46;0;5.183757e-03;5.183757e-03;5.183757e-03;
46;1;3.147669e-02;3.147669e-02;3.147669e-02;
46;2;2.348321e-02;2.348321e-02;2.348321e-02;
47;0;9.168851e-03;9.168851e-03;9.168851e-03;
47;1;3.594006e-02;3.594006e-02;3.594006e-02;
47;2;1.922092e-02;1.922092e-02;1.922092e-02;
48;0;5.761558e-02;5.761558e-02;5.761558e-02;
48;1;2.815128e-02;2.815128e-02;2.815128e-02;
48;2;3.852018e-02;3.852018e-02;3.852018e-02;
49;0;2.198038e-02;2.198038e-02;2.198038e-02;
49;1;2.414151e-02;2.414151e-02;2.414151e-02;
49;2;2.866065e-02;2.866065e-02;2.866065e-02;
50;0;3.801888e-02;3.801888e-02;3.801888e-02;
50;1;5.731784e-02;5.731784e-02;5.731784e-02;
50;2;5.019937e-02;5.019937e-02;5.019937e-02;
51;0;6.151626e-02;6.151626e-02;6.151626e-02;
51;1;5.909300e-02;5.909300e-02;5.909300e-02;
51;2;6.469778e-02;6.469778e-02;6.469778e-02;
52;0;5.929495e-02;5.929495e-02;5.929495e-02;
52;1;5.815978e-02;5.815978e-02;5.815978e-02;
52;2;5.926159e-02;5.926159e-02;5.926159e-02;
53;0;3.789871e-02;3.789871e-02;3.789871e-02;
53;1;3.566609e-02;3.566609e-02;3.566609e-02;
53;2;9.040189e-03;9.040189e-03;9.040189e-03;
54;0;2.926232e-02;2.926232e-02;2.926232e-02;
54;1;2.471765e-02;2.471765e-02;2.471765e-02;
54;2;3.731478e-02;3.731478e-02;3.731478e-02;
55;0;2.219303e-02;2.219303e-02;2.219303e-02;
55;1;2.095768e-02;2.095768e-02;2.095768e-02;
55;2;2.855348e-02;2.855348e-02;2.855348e-02;
56;0;1.067464e-03;1.067464e-03;1.067464e-03;
56;1;1.067464e-03;1.067464e-03;1.067464e-03;
56;2;1.163053e-02;1.163053e-02;1.163053e-02;
57;0;3.679301e-02;3.679301e-02;3.679301e-02;
57;1;6.593874e-02;6.593874e-02;6.593874e-02;
57;2;5.512925e-02;5.512925e-02;5.512925e-02;
58;0;4.524366e-02;4.524366e-02;4.524366e-02;
58;1;5.149473e-02;5.149473e-02;5.149473e-02;
58;2;5.236875e-02;5.236875e-02;5.236875e-02;
59;0;4.348130e-02;4.348130e-02;4.348130e-02;
59;1;3.900128e-02;3.900128e-02;3.900128e-02;
59;2;2.888577e-02;2.888577e-02;2.888577e-02;
60;0;2.197229e-02;2.197229e-02;2.197229e-02;
60;1;2.580378e-02;2.580378e-02;2.580378e-02;
60;2;3.792288e-02;3.792288e-02;3.792288e-02;
61;0;3.102206e-02;3.102206e-02;3.102206e-02;
61;1;1.674706e-02;1.674706e-02;1.674706e-02;
61;2;2.372029e-02;2.372029e-02;2.372029e-02;
62;0;2.274337e-02;2.274337e-02;2.274337e-02;
62;1;3.679954e-02;3.679954e-02;3.679954e-02;
62;2;3.713092e-02;3.713092e-02;3.713092e-02;
63;0;5.018376e-02;5.018376e-02;5.018376e-02;
63;1;5.574750e-02;5.574750e-02;5.574750e-02;
63;2;5.461013e-02;5.461013e-02;5.461013e-02;
64;0;5.600396e-02;5.600396e-02;5.600396e-02;
64;1;5.235836e-02;5.235836e-02;5.235836e-02;
64;2;5.214617e-02;5.214617e-02;5.214617e-02;
65;0;1.067464e-03;1.067464e-03;1.067464e-03;
65;1;1.067464e-03;1.067464e-03;1.067464e-03;
65;2;1.370289e-03;1.370289e-03;1.370289e-03;
66;0;6.000061e-02;6.000061e-02;6.000061e-02;
66;1;6.236113e-02;6.236113e-02;6.236113e-02;
66;2;5.789286e-02;5.789286e-02;5.789286e-02;
67;0;2.685652e-03;2.685652e-03;2.685652e-03;
67;1;1.046521e-02;1.046521e-02;1.046521e-02;
67;2;6.224855e-03;6.224855e-03;6.224855e-03;
68;0;4.623640e-02;4.623640e-02;4.623640e-02;
68;1;4.107523e-02;4.107523e-02;4.107523e-02;
68;2;4.664940e-02;4.664940e-02;4.664940e-02;
69;0;7.220943e-03;7.220943e-03;7.220943e-03;
69;1;3.429260e-02;3.429260e-02;3.429260e-02;
69;2;5.357015e-02;5.357015e-02;5.357015e-02;
70;0;3.543656e-02;3.543656e-02;3.543656e-02;
70;1;3.505098e-02;3.505098e-02;3.505098e-02;
70;2;3.418163e-02;3.418163e-02;3.418163e-02;
71;0;3.378197e-02;3.378197e-02;3.378197e-02;
71;1;3.961928e-02;3.961928e-02;3.961928e-02;
71;2;2.787439e-02;2.787439e-02;2.787439e-02;
72;0;4.423543e-02;4.423543e-02;4.423543e-02;
72;1;2.764156e-02;2.764156e-02;2.764156e-02;
72;2;3.211558e-02;3.211558e-02;3.211558e-02;
73;0;5.003435e-02;5.003435e-02;5.003435e-02;
73;1;5.151203e-02;5.151203e-02;5.151203e-02;
73;2;5.579285e-02;5.579285e-02;5.579285e-02;
74;0;5.153147e-02;5.153147e-02;5.153147e-02;
74;1;5.222594e-02;5.222594e-02;5.222594e-02;
74;2;5.553894e-02;5.553894e-02;5.553894e-02;
75;0;3.360352e-02;3.360352e-02;3.360352e-02;
75;1;5.220209e-02;5.220209e-02;5.220209e-02;
75;2;2.874524e-02;2.874524e-02;2.874524e-02;
76;0;1.538001e-02;1.538001e-02;1.538001e-02;
76;1;2.008802e-02;2.008802e-02;2.008802e-02;
76;2;1.962712e-02;1.962712e-02;1.962712e-02;
77;0;3.422268e-02;3.422268e-02;3.422268e-02;
77;1;3.341501e-02;3.341501e-02;3.341501e-02;
77;2;5.371270e-03;5.371270e-03;5.371270e-03;
78;0;6.034414e-02;6.034414e-02;6.034414e-02;
78;1;5.777481e-02;5.777481e-02;5.777481e-02;
78;2;6.054954e-02;6.054954e-02;6.054954e-02;
79;0;5.146623e-02;5.146623e-02;5.146623e-02;
79;1;5.620619e-02;5.620619e-02;5.620619e-02;
79;2;5.067526e-02;5.067526e-02;5.067526e-02;
80;0;5.283240e-02;5.283240e-02;5.283240e-02;
80;1;4.771360e-02;4.771360e-02;4.771360e-02;
80;2;5.367326e-02;5.367326e-02;5.367326e-02;
81;0;2.365143e-02;2.365143e-02;2.365143e-02;
81;1;1.757765e-02;1.757765e-02;1.757765e-02;
81;2;2.240300e-02;2.240300e-02;2.240300e-02;
82;0;1.067464e-03;1.067464e-03;1.067464e-03;
82;1;1.755311e-03;1.755311e-03;1.755311e-03;
82;2;2.506590e-03;2.506590e-03;2.506590e-03;
83;0;3.672501e-02;3.672501e-02;3.672501e-02;
83;1;2.813510e-02;2.813510e-02;2.813510e-02;
83;2;3.787737e-02;3.787737e-02;3.787737e-02;
84;0;3.739252e-02;3.739252e-02;3.739252e-02;
84;1;3.756465e-02;3.756465e-02;3.756465e-02;
84;2;3.472358e-02;3.472358e-02;3.472358e-02;
85;0;4.762910e-02;4.762910e-02;4.762910e-02;
85;1;5.997817e-02;5.997817e-02;5.997817e-02;
85;2;4.482960e-02;4.482960e-02;4.482960e-02;
86;0;2.994995e-02;2.994995e-02;2.994995e-02;
86;1;2.147296e-02;2.147296e-02;2.147296e-02;
86;2;1.621817e-02;1.621817e-02;1.621817e-02;
87;0;1.067464e-03;1.067464e-03;1.067464e-03;
87;1;4.690060e-02;4.690060e-02;4.690060e-02;
87;2;1.067464e-03;1.067464e-03;1.067464e-03;
88;0;4.549635e-02;4.549635e-02;4.549635e-02;
88;1;4.572580e-02;4.572580e-02;4.572580e-02;
88;2;2.103192e-02;2.103192e-02;2.103192e-02;
89;0;3.489885e-02;3.489885e-02;3.489885e-02;
89;1;4.400807e-02;4.400807e-02;4.400807e-02;
89;2;4.150259e-02;4.150259e-02;4.150259e-02;
90;0;5.626213e-02;5.626213e-02;5.626213e-02;
90;1;5.283478e-02;5.283478e-02;5.283478e-02;
90;2;5.746906e-02;5.746906e-02;5.746906e-02;
91;0;3.196737e-02;3.196737e-02;3.196737e-02;
91;1;3.119612e-02;3.119612e-02;3.119612e-02;
91;2;3.187716e-02;3.187716e-02;3.187716e-02;
92;0;3.967189e-02;3.967189e-02;3.967189e-02;
92;1;2.457542e-02;2.457542e-02;2.457542e-02;
92;2;3.372720e-02;3.372720e-02;3.372720e-02;
93;0;4.818878e-02;4.818878e-02;4.818878e-02;
93;1;4.095522e-02;4.095522e-02;4.095522e-02;
93;2;4.962695e-02;4.962695e-02;4.962695e-02;
94;0;2.480161e-02;2.480161e-02;2.480161e-02;
94;1;2.171297e-02;2.171297e-02;2.171297e-02;
94;2;3.565539e-02;3.565539e-02;3.565539e-02;
95;0;3.072475e-02;3.072475e-02;3.072475e-02;
95;1;2.403253e-02;2.403253e-02;2.403253e-02;
95;2;2.004854e-02;2.004854e-02;2.004854e-02;
96;0;5.791470e-02;5.791470e-02;5.791470e-02;
